,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
2004-06,0,100.8872,101.4248,99.36449,101.089,99.28738,101.4734,100.8845,100.0136,98.31385,101.1318,100.4612,101.6327,100.0787,101.0519,98.70736,101.3804,100.5905,99.81799,101.3422,99.20651,99.9124,98.56947,100.3708,100.1467,101.5533,106.2302,100.4445,99.91254,98.83298,100.1186,99.78578,100.9861,101.6,100.2809,99.48522,100.2379,100.4629,100.5686,99.60235,100,101.3405
2004-07,0,100.9964,101.596,99.36154,101.0555,99.64441,101.3787,101.0353,100.0996,98.28729,101.0659,100.5208,101.9267,100.0778,101.3557,98.39828,101.4029,100.3454,99.95557,101.4071,99.30105,99.97092,98.76603,100.3559,100.2505,101.4275,105.6341,100.4228,100.0112,98.66013,100.4614,99.85622,100.87,101.6605,100.3103,99.48819,100.2344,100.5689,100.628,99.62566,100,101.3027
2004-08,0,100.9722,101.7322,99.33447,101.0595,99.72061,101.3822,101.1666,100.2175,98.3446,101.1414,100.5462,102.1574,100.1291,101.4779,98.2001,101.4234,100.1314,99.95914,101.5373,99.49203,99.96641,98.8001,100.3094,100.4428,101.2703,105.1128,100.4181,100.2511,98.67403,100.8501,99.93386,100.9532,101.3508,100.3185,99.52705,100.2574,100.6004,100.6356,99.68552,100,101.1267
2004-09,0,100.8557,101.7749,99.28307,101.0137,99.70205,101.3974,101.1591,100.3,98.44423,101.2782,100.6025,102.3551,100.2571,101.3985,98.13094,101.5022,100.0495,99.83938,101.7104,99.60766,99.9183,98.85918,100.2862,100.6037,101.0805,105.0259,100.4492,100.6661,98.82686,101.4058,100.0543,101.2975,100.9647,100.3138,99.57801,100.3101,100.5657,100.607,99.75878,100,100.7528
2004-10,0,100.7682,101.7685,99.21754,100.9423,99.83883,101.4345,101.1389,100.2771,98.51955,101.2734,100.6473,102.4835,100.3978,101.3909,98.04743,101.6922,100.0378,99.64972,101.9128,99.6618,99.82875,99.28489,100.3386,100.6997,100.8985,105.1637,100.57,101.1285,99.05426,102.1086,100.2178,101.7076,100.71,100.3324,99.69138,100.3659,100.5488,100.5967,99.79556,100,100.2995
2004-11,0,100.8311,101.8175,99.16308,100.8444,100.127,101.5069,101.1444,100.1734,98.64935,101.1644,100.6946,102.4754,100.4747,101.3018,97.92358,101.8454,100.2994,99.46474,102.1011,99.73829,99.76563,99.99055,100.3701,100.7998,100.7838,105.3669,100.7054,101.4014,99.31026,102.7129,100.3192,101.7153,100.6319,100.3901,99.78037,100.4147,100.5891,100.6391,99.8054,100,99.92046
2004-12,0,100.9642,101.8939,99.23708,100.7942,100.5084,101.575,101.1848,100.0861,98.83051,101.0392,100.7443,102.5375,100.4793,101.1382,98.00408,101.8829,100.8559,99.34602,102.2106,99.83056,99.73071,100.5588,100.4215,100.909,100.7845,105.6722,100.7791,101.4942,99.52772,102.9178,100.2932,101.8395,100.7829,100.4747,99.83047,100.4749,100.6505,100.7222,99.84045,100,99.73964
2005-01,0,100.9498,101.9871,99.37502,100.8153,100.7597,101.6873,101.1968,100.033,98.98333,100.9421,100.8196,102.5584,100.4791,101.1559,98.56136,101.8334,101.3121,99.39748,102.1791,99.89799,99.75774,100.8347,100.4049,100.7967,100.8389,105.7761,100.8596,101.5736,99.70032,103.0401,100.1537,102.0601,101.2175,100.5411,99.9508,100.5235,100.6703,100.7799,99.88592,100,99.7136
2005-02,0,100.7972,101.6291,99.46768,100.8753,100.8732,101.8346,101.3438,100.0392,98.98989,100.906,100.8244,102.4968,100.5113,101.1134,99.4481,101.7192,101.5646,99.50722,102.0489,99.94633,99.83083,101.0751,100.326,100.5983,100.867,105.5477,100.9541,101.5958,99.85296,103.1709,99.98961,102.2763,101.7564,100.5497,100.0711,100.5368,100.6024,100.7577,99.90483,100,99.8121
2005-03,0,100.5722,100.9973,99.52834,100.8225,100.8583,101.8572,101.3998,100.0104,98.91263,100.8925,100.7213,102.3935,100.5145,100.9989,100.0292,101.6438,101.4476,99.59045,101.8554,99.97353,99.93903,101.3036,100.2615,100.4654,100.8074,105.0104,100.9943,101.5054,99.98183,103.2545,99.83474,102.3887,102.1835,100.4911,100.1312,100.4931,100.471,100.6483,99.87223,100,100.0441
2005-04,0,100.3875,100.774,99.51793,100.5912,100.8587,101.6667,101.169,99.8763,98.83584,100.865,100.5268,102.1504,100.4498,101.0723,100.0946,101.2927,101.0849,99.64475,101.6158,99.94801,99.95657,101.4589,100.2296,100.267,100.6801,104.5005,100.9239,101.303,100.052,103.1937,99.78356,102.5392,102.3383,100.4188,100.1892,100.3932,100.3641,100.5311,99.77621,100,100.3595
2005-05,0,100.4541,100.8847,99.47219,100.3384,100.9365,101.4368,100.7322,99.74052,98.77414,100.8204,100.3637,102.0331,100.2299,101.1526,99.87194,100.8138,100.8065,99.56085,101.3794,99.83454,99.77941,101.4756,100.2156,100.1489,100.5084,104.1552,100.8075,101.042,100.0563,103.2021,99.84324,102.391,102.32,100.3995,100.204,100.2651,100.3671,100.4934,99.63055,100,100.7272
2005-06,0,100.6994,100.9206,99.42991,100.2002,101.0902,101.3275,100.375,99.7585,98.69852,100.6877,100.3516,101.9473,100.0042,101.2066,99.59431,100.2872,100.7194,99.51591,101.2031,99.69952,99.43582,101.4202,100.2562,100.0566,100.3065,103.8602,100.7352,100.8373,100.0579,103.4623,99.90813,101.9394,102.249,100.44,100.2048,100.1704,100.4606,100.5312,99.53094,100,101.1302
2005-07,0,100.6077,100.8256,99.32607,100.1407,101.1584,101.3661,100.4206,99.79138,98.6488,100.5386,100.508,101.8231,99.92028,101.3235,99.5135,100.2419,100.7108,99.49197,101.1232,99.69155,99.14709,101.0865,100.3098,100.0318,100.1134,103.5899,100.7405,100.6334,100.036,103.8149,99.90779,101.5338,102.2003,100.4093,100.2247,100.1264,100.4159,100.4815,99.48169,100,101.5087
2005-08,0,100.028,100.6607,99.22195,100.1455,101.1629,101.4975,100.6413,99.86997,98.72469,100.3225,100.6589,101.5842,99.94044,101.3298,99.61834,100.0737,100.782,99.40342,101.0676,99.76473,99.00684,100.5937,100.3203,100.0909,99.98737,103.2755,100.7238,100.3557,99.99633,103.7334,99.83645,101.2918,102.1909,100.2414,100.2091,100.1208,100.1335,100.2652,99.49536,100,101.7705
2005-09,0,99.32337,100.2008,99.11555,100.1979,101.2047,101.5655,100.7047,99.84557,98.84865,100.053,100.7556,101.4047,100.0112,101.2522,99.87292,99.47099,101.0172,99.41534,100.9352,99.87253,99.00185,100.1194,100.2416,100.1788,99.99339,103.132,100.6453,100.1424,99.91842,103.6857,99.6891,100.9488,102.2282,100.0265,100.153,100.1185,99.77731,100.0043,99.50251,100,101.8268
2005-10,0,99.0947,99.99678,99.16308,100.3857,101.3358,101.6279,100.8981,99.6126,99.04439,99.89378,100.8505,101.5322,100.1282,101.3658,100.164,99.31153,101.2567,99.56097,100.6519,100.0142,99.09396,100.1594,100.1571,100.4302,100.1221,103.3889,100.5254,100.1188,99.83265,104.644,99.55082,100.5294,102.3195,99.98367,100.1587,100.1639,99.69102,99.97189,99.53732,100,101.7439
2005-11,0,99.47366,100.1406,99.28076,100.5274,101.4637,101.636,100.9685,99.44918,99.27928,99.99388,101.0428,101.8662,100.2311,101.4999,100.3437,99.46597,101.5552,99.72964,100.3028,100.1934,99.20177,100.5097,100.085,100.7611,100.3921,103.7836,100.4404,100.1957,99.82306,105.5115,99.52529,100.084,102.4347,100.1421,100.21,100.2576,99.92406,100.1905,99.63078,100,101.5841
2005-12,0,100.0391,100.3703,99.48455,100.6409,101.4869,101.6833,100.912,99.46711,99.55559,100.1749,101.3158,102.165,100.291,101.6138,100.3747,99.57087,101.9712,99.87467,100.0047,100.3561,99.27171,100.7498,100.1024,101.0797,100.8283,104.1512,100.427,100.4158,99.88775,106.3649,99.57439,100.2341,102.5415,100.3772,100.2859,100.3946,100.2622,100.4911,99.79587,100,101.3842
2006-01,0,100.2943,100.723,99.6903,100.7172,101.5913,101.8026,100.8659,99.56441,99.81065,100.2659,101.6069,102.2775,100.2923,101.8005,100.2558,99.75617,102.2541,99.99783,99.84386,100.5306,99.32169,100.8034,100.0526,101.3105,101.3007,104.5196,100.5016,100.7223,99.91092,106.9813,99.62163,100.7717,102.6158,100.5322,100.3517,100.5311,100.4712,100.6857,99.93398,100,101.2125
2006-02,0,100.2466,100.9069,99.79159,100.7332,101.6785,101.8609,100.8247,99.64842,99.92767,100.1809,101.8467,102.1952,100.3606,101.842,100.0957,99.69672,102.4827,100.0985,99.7637,100.6246,99.38277,100.8339,99.98307,101.3246,101.6404,104.7148,100.5405,100.8156,99.86109,107.33,99.64487,101.0398,102.662,100.5525,100.3282,100.6085,100.488,100.7188,100.0088,100,101.1615
2006-03,0,100.1178,100.945,99.86474,100.7422,101.7394,101.867,100.6863,99.7191,99.98708,100.0413,101.8792,102.023,100.4714,101.7397,99.86492,99.5005,102.6762,100.2508,99.69285,100.5694,99.41429,100.8813,99.94828,101.4191,101.72,104.7508,100.5041,100.7133,99.84309,107.493,99.67123,100.9887,102.68,100.5253,100.2713,100.645,100.4281,100.6798,100.0675,100,101.3126
2006-04,0,99.8712,100.7918,99.91495,100.7328,101.6965,101.797,100.7091,99.78506,100.0652,100.0938,101.6197,101.8112,100.5353,101.7005,99.53831,99.11639,102.6346,100.3969,99.59276,100.4124,99.39425,100.7919,99.89703,101.5572,101.6672,104.4231,100.5297,100.54,99.8098,107.6863,99.67727,101.0345,102.6617,100.4514,100.2157,100.6544,100.3225,100.5777,100.1261,100,101.5804
2006-05,0,99.59483,100.4948,99.99088,100.7312,101.6084,101.7047,100.8943,99.70254,100.141,100.2398,100.9453,101.4943,100.5936,101.5772,99.2911,98.91365,102.5464,100.5366,99.49603,100.2922,99.41595,100.7534,99.82429,101.6288,101.6432,103.47,100.5051,100.3977,99.80551,107.6265,99.69465,101.3762,102.615,100.3447,100.157,100.5957,100.1712,100.423,100.1508,100,101.8719
2006-06,0,99.57447,100.2478,100.0406,100.8109,101.5176,101.5974,101.001,99.66663,100.0856,100.4083,100.1072,101.2531,100.5838,101.4039,99.16151,99.14597,102.4819,100.7221,99.47224,100.3298,99.50995,100.9571,99.8095,101.4192,101.7537,102.0888,100.4729,100.3313,99.84903,107.3451,99.73585,101.7734,102.5396,100.3013,100.1194,100.4946,100.1226,100.3427,100.1586,100,102.1291
2006-07,0,99.60991,99.99042,100.0821,100.9126,101.4154,101.5085,100.8146,99.76671,99.95773,100.4283,99.46724,101.2476,100.639,101.3543,99.07091,99.27229,102.5554,100.8363,99.59043,100.404,99.62235,101.3073,99.86811,101.1763,101.932,101.1608,100.4233,100.3428,99.93791,107.1146,99.78309,101.8873,102.4319,100.3043,100.1464,100.4339,100.1203,100.3154,100.1926,100,102.3478
2006-08,0,99.70621,99.65502,100.1417,100.9599,101.4203,101.4886,100.7581,99.87177,99.83974,100.4067,99.11893,101.2587,100.7062,101.2799,99.05814,99.64157,102.6299,100.9372,99.80862,100.4054,99.78883,101.6634,99.95336,101.1105,102.0712,101.0127,100.4258,100.4181,100.1176,107.0911,99.81464,101.7434,102.3183,100.3555,100.2168,100.4397,100.151,100.3366,100.2345,100,102.5274
2006-09,0,100.0152,99.72306,100.2245,101.0647,101.4558,101.5194,100.8689,99.98213,99.74609,100.439,98.88575,101.2932,100.7803,101.2569,99.0907,100.1395,102.5822,101.0257,100.0875,100.4015,99.94068,102.0324,100.0018,101.211,102.0896,101.1597,100.4971,100.5676,100.3552,107.3093,99.85667,101.5925,102.2367,100.4931,100.3369,100.4858,100.3047,100.4624,100.2906,100,102.6594
2006-10,0,100.4267,99.86631,100.2782,101.1727,101.5106,101.6114,100.9692,100.1093,99.7243,100.5024,98.74529,101.2233,100.7351,101.4116,99.11234,100.4329,102.3955,101.0631,100.4041,100.4761,100.0063,102.4066,100.108,101.3472,102.0345,101.3847,100.5977,100.8284,100.5321,107.4042,99.89849,101.4983,102.2235,100.6694,100.4797,100.5442,100.5403,100.6467,100.3492,100,102.7545
2006-11,0,100.6531,99.97504,100.2626,101.1542,101.4619,101.637,101.1216,100.1505,99.81366,100.5709,98.58938,101.0516,100.7761,101.5299,99.063,100.5831,102.1931,101.0821,100.7051,100.6267,100.004,102.9957,100.1904,101.31,101.972,101.5764,100.5448,101.1017,100.68,107.4339,99.91927,101.4371,102.2695,100.7841,100.5887,100.5924,100.6818,100.7549,100.4245,100,102.814
2006-12,0,100.7662,100.4135,100.2138,101.0586,101.4808,101.53,101.151,100.123,99.93182,100.6168,98.44901,100.9646,100.8566,101.5371,98.92704,100.5234,102.0721,101.1617,100.9153,100.7435,99.97649,103.6392,100.1709,101.2088,101.9495,101.5719,100.4081,101.3316,100.7666,107.6174,99.89075,101.3926,102.3748,100.8459,100.6203,100.6092,100.751,100.8083,100.4782,100,102.8385
2007-01,0,100.7976,100.9143,100.2945,100.9932,101.4788,101.4349,101.0971,100.1229,100.0388,100.57,98.3461,100.8875,100.79,101.6006,98.8699,100.5213,101.8283,101.2196,100.9623,100.7502,99.9001,103.954,100.1005,101.1178,101.9661,101.5557,100.2478,101.4512,100.6974,107.8001,99.83488,101.619,102.5448,100.8558,100.5942,100.5986,100.7771,100.8251,100.4833,100,102.8717
2007-02,0,100.579,101.2367,100.3734,100.9962,101.4966,101.4637,100.996,100.2021,100.2382,100.5775,98.3494,100.7045,100.696,101.5427,98.97227,100.6639,101.7367,101.1919,100.8919,100.8469,99.84014,104.0477,100.0622,101.2839,102.0159,101.632,100.2355,101.4112,100.5753,107.8421,99.79673,101.927,102.7273,100.8008,100.5176,100.6486,100.6812,100.7679,100.5305,100,102.9758
2007-03,0,100.3126,101.4628,100.4024,101.0318,101.3867,101.5199,100.9715,100.3529,100.5015,100.6153,98.40703,100.4194,100.6086,101.3295,99.12994,100.9747,101.8415,101.1751,100.7395,100.8913,99.81771,104.0102,100.0458,101.5423,102.092,101.7619,100.3173,101.2285,100.5286,107.6371,99.79849,102.0895,102.8527,100.7478,100.4449,100.7332,100.5566,100.6975,100.623,100,103.1986
2007-04,0,100.1421,101.6747,100.4667,101.0989,101.1682,101.5215,101.1099,100.5952,100.7896,100.5732,98.47832,100.305,100.4846,101.1284,99.37078,101.4246,101.9373,101.2187,100.5192,100.9937,99.84636,103.9364,99.99935,101.897,102.1578,101.9984,100.4745,101.1553,100.6614,107.2382,99.82727,102.0395,102.8622,100.7626,100.4799,100.8478,100.4926,100.6762,100.7496,100,103.469
2007-05,0,100.083,101.9287,100.5449,101.1398,101.0653,101.5587,101.2576,100.8853,101.0087,100.5686,98.60296,100.6051,100.3763,100.8868,99.69707,102.004,101.9734,101.2826,100.2949,101.0336,99.89619,103.7305,99.98881,101.8715,102.1657,102.2574,100.6586,101.2286,100.8438,106.6933,99.85376,102.1635,102.7924,100.8141,100.5363,100.9638,100.4774,100.6922,100.8913,100,103.685
2007-06,0,100.0431,101.9427,100.6199,101.1127,101.0178,101.6206,101.3737,100.9942,101.0771,100.582,98.74522,100.7982,100.232,100.6164,100.0543,102.0434,101.9174,101.3351,100.1441,101.0356,99.88861,103.6072,100.0492,101.6812,102.0868,102.4854,100.7164,101.2918,100.9855,106.0073,99.85689,102.3136,102.6823,100.8258,100.563,101.001,100.4283,100.6736,100.9348,100,103.7534
2007-07,1,100.0205,101.7399,100.6368,101.0204,101.0311,101.6159,101.2318,100.9105,101.0096,100.6182,98.77911,100.7985,100.1235,100.4409,100.3891,101.781,101.8944,101.2774,100.1263,101.0502,99.84446,103.5599,100.091,101.4065,101.9977,102.829,100.7196,101.2958,101.0109,105.0816,99.86277,102.3415,102.5583,100.8027,100.5542,100.973,100.3739,100.6428,100.8699,100,103.6846
2007-08,1,99.79592,101.4352,100.5799,100.8678,101.1005,101.5249,100.9836,100.701,100.8158,100.6841,98.71792,100.8454,100.0163,100.3156,100.6068,101.5175,101.8833,101.1144,100.1771,101.045,99.75188,103.3492,100.0093,101.0769,102.0051,103.1479,100.7414,101.3525,101.0107,104.0985,99.87806,101.898,102.4604,100.7008,100.5375,100.8803,100.2088,100.5152,100.6857,100,103.472
2007-09,1,99.54594,101.3383,100.4324,100.6982,100.9315,101.4043,100.734,100.459,100.6176,100.8727,98.57884,100.7867,99.91186,100.1468,100.6906,101.2661,101.6521,100.8245,100.2114,101.1297,99.65701,103.0536,99.8365,100.8742,102.1793,103.1086,100.7206,101.4852,100.9451,103.2364,99.89727,100.784,102.4398,100.5523,100.4633,100.7364,100.0162,100.3417,100.4557,100,103.1092
2007-10,1,99.25738,101.2618,100.1865,100.4531,100.5442,101.2641,100.4873,100.2279,100.4725,100.9272,98.46117,100.482,99.8188,99.86271,100.7111,101.0151,101.3515,100.6518,100.1583,101.2819,99.5352,102.6603,99.60329,100.7874,102.3914,102.7792,100.6387,101.7267,100.8482,102.2419,99.9264,99.85006,102.5305,100.373,100.3352,100.5668,99.78611,100.1237,100.2231,100,102.7512
2007-11,1,98.97733,101.1169,99.90854,100.1415,99.94572,101.0332,100.1697,99.95689,100.3008,100.8014,98.47408,99.96081,99.70428,99.47128,100.6378,100.3662,101.2657,100.5128,100.0122,101.4221,99.37421,102.3991,99.35525,100.5668,102.4517,102.2907,100.4578,102.0386,100.7646,101.5941,99.93311,99.4538,102.6441,100.1908,100.1733,100.3491,99.52898,99.88098,99.95164,100,102.6111
2007-12,1,98.81256,100.8891,99.60966,99.95996,99.5889,100.6997,99.87613,99.68709,100.1491,100.652,98.60934,99.5614,99.58698,99.12393,100.5453,100.0893,101.4197,100.3454,99.74329,101.4342,99.15618,102.3221,99.12582,100.2016,102.208,101.8649,100.2852,102.3667,100.682,101.1472,99.89838,99.05354,102.6468,100.0658,100.0188,100.1423,99.33286,99.69232,99.69846,100,102.8527
2008-01,1,98.65419,100.3857,99.31239,99.82281,99.67674,100.3275,99.58319,99.40058,99.99084,100.4827,98.64388,99.36771,99.49852,98.84482,100.3201,99.97195,101.4084,100.1539,99.30166,101.357,98.94876,102.235,99.0023,99.71387,101.7979,101.0827,100.0908,102.4716,100.4415,100.6096,99.83317,98.41384,102.4146,99.90575,99.78661,99.91929,99.15051,99.49127,99.46703,100,103.2649
2008-02,1,98.27303,99.66215,99.12658,99.76683,100.041,100.1769,99.29138,99.2302,99.86097,100.2943,98.5706,99.3256,99.4307,98.57467,99.96239,99.74873,101.2431,99.95255,98.74339,101.3328,98.82012,101.9873,98.92588,99.3111,101.3894,99.7646,99.79726,102.5437,100.1658,100.361,99.76286,98.35999,101.9987,99.66589,99.52674,99.69429,98.86723,99.19717,99.30084,100,103.579
2008-03,0,97.8135,99.0275,98.97166,99.69791,100.3556,100.1246,99.01581,99.08341,99.77765,100.0961,98.42867,99.26973,99.40688,98.25682,99.49727,99.14136,100.9818,99.7919,98.12313,101.3921,98.72012,101.7341,98.77624,99.16311,101.0891,98.16401,99.37446,102.5166,100.0117,100.3096,99.68892,98.66053,101.4373,99.38947,99.31193,99.45483,98.53139,98.85332,99.1561,100,103.6149
2008-04,0,97.29552,98.67153,98.7977,99.54468,100.3746,100.0088,98.7,98.88797,99.6528,99.86318,98.34299,99.16582,99.48179,97.8315,98.94771,98.42725,100.4643,99.57172,97.50305,101.5042,98.64389,101.4469,98.43487,98.84588,100.8476,96.78805,98.76923,102.2282,99.9346,100.0732,99.60992,98.63754,100.7498,99.05871,99.10317,99.16692,98.12669,98.44257,98.94833,100,103.5263
2008-05,0,96.92361,98.50223,98.59946,99.34131,100.0966,99.85622,98.26477,98.63331,99.39227,99.58701,98.47181,99.0331,99.54412,97.3881,98.25825,97.62823,99.862,99.37817,97.02385,101.4917,98.47552,101.2254,97.94775,98.30655,100.5746,96.12813,98.1459,101.8992,99.9404,99.60237,99.53911,98.20679,100.078,98.76457,98.92486,98.85423,97.76124,98.06126,98.63738,100,103.5159
2008-06,0,96.80666,98.3024,98.35568,99.15762,99.79814,99.5705,97.84837,98.3702,99.10503,99.35989,98.77137,98.71478,99.42883,97.01125,97.79208,96.8795,99.33144,99.16209,96.92269,101.3832,98.25069,101.2352,97.45046,97.61226,100.1949,96.13702,97.56444,101.4662,99.95984,99.11426,99.51294,97.95131,99.61581,98.56322,98.79412,98.55189,97.52326,97.79587,98.27563,100,103.676
2008-07,0,97.00581,98.19796,98.23907,99.13506,99.85169,99.33736,97.52367,98.25464,98.8573,99.28128,98.99381,98.49422,99.26308,96.72751,97.83258,96.46192,98.98273,98.95618,97.41025,101.2661,98.25513,101.3092,97.1739,97.09878,99.73568,96.59885,97.18983,101.1686,99.94784,98.62228,99.56223,98.23677,99.52332,98.51664,98.71883,98.37639,97.49789,97.74422,98.04002,100,103.7506
2008-08,0,97.25813,98.35948,98.26155,99.26585,100.0668,99.15279,97.29884,98.26881,98.74017,99.1391,99.04663,98.44642,99.30932,96.55131,98.3331,96.32377,98.78445,99.02036,98.16969,101.316,98.42213,101.4809,97.10906,96.96359,99.23038,97.00491,97.19485,101.1158,99.81144,98.42444,99.6622,98.78403,99.63151,98.53267,98.64562,98.37281,97.58914,97.82705,98.01575,100,103.2854
2008-09,0,97.3327,98.50867,98.32053,99.35975,100.1327,99.09504,97.13973,98.3216,98.69528,98.86761,98.93069,98.25835,99.46755,96.46512,98.38734,96.11493,98.50298,99.14056,98.80901,101.3152,98.54953,101.5995,96.9973,96.96239,98.70169,96.75349,97.30681,100.9519,99.54203,97.84772,99.75231,99.24368,99.7451,98.41679,98.48743,98.36054,97.62498,97.82938,98.03329,100,101.864
2008-10,0,96.98663,98.45444,98.25854,99.27599,99.95296,99.15958,96.74108,98.36997,98.56441,98.63412,98.62836,97.72695,99.53534,96.29223,97.82529,95.51676,98.11996,99.13006,99.0414,101.135,98.45894,101.3723,96.78553,96.89951,98.19077,95.68584,97.33232,100.3993,99.05876,96.99184,99.79955,98.82589,99.74493,98.03382,98.13526,98.19968,97.40163,97.56993,97.93184,100,99.88328
2008-11,0,96.73502,98.54173,98.17973,99.17801,99.66756,99.47222,96.36599,98.45648,98.37072,98.6479,98.32919,97.31393,99.44083,96.08642,97.159,95.06438,97.94048,99.07439,98.98579,100.8288,98.25288,100.7495,96.64689,97.01981,97.75101,94.62648,97.27717,99.84942,98.35779,96.23056,99.80386,98.06665,99.68467,97.62571,97.64202,98.00026,97.19937,97.33182,97.80086,100,97.80207
2008-12,0,96.7277,98.70907,98.15986,99.08725,99.30148,99.68071,96.26189,98.42002,98.06129,98.8294,98.02261,96.97672,99.32811,95.89098,96.74699,94.78941,97.79737,99.00032,98.79207,100.5205,98.03251,99.99671,96.55503,97.2191,97.42387,94.30148,97.10553,99.58363,97.64992,95.48817,99.78024,97.27264,99.66483,97.31348,97.16513,97.8004,97.09484,97.19727,97.62313,100,95.94871
2009-01,0,96.73477,98.70033,98.14905,99.10662,98.97903,99.74924,96.50659,98.36644,97.78526,98.96297,97.69574,96.66485,99.29443,95.83424,96.76169,94.94083,97.56403,98.93143,98.55426,100.0465,97.88229,99.15445,96.5009,97.52763,97.14374,94.6202,96.92757,99.52264,97.20528,94.73193,99.79081,96.54681,99.76669,97.11432,96.90758,97.6665,97.03802,97.12546,97.48546,100,94.42941
2009-02,0,96.70924,98.59496,98.19119,99.0928,98.74063,99.82761,96.80993,98.31348,97.57849,98.95941,97.43712,96.34039,99.36683,95.99388,97.0773,95.26299,97.33385,98.86798,98.36186,99.50271,97.82235,98.17058,96.50644,97.76881,96.83512,95.33832,97.07182,99.55656,96.97941,94.04233,99.83862,96.25368,99.94593,97.02654,96.84969,97.6377,97.04209,97.12136,97.39765,100,93.42947
2009-03,0,96.90723,98.6174,98.23524,99.16692,98.8476,99.98856,97.28957,98.36487,97.43703,99.00914,97.26517,96.13981,99.41674,96.42618,97.77929,95.53433,97.27802,98.8558,98.32201,99.24077,97.9004,97.45189,96.79588,97.85446,96.46303,96.28898,97.46832,99.76108,96.88455,93.66365,99.90627,95.99969,100.1412,97.14085,96.96756,97.74036,97.23473,97.30713,97.43021,100,93.1805
2009-04,0,97.3466,98.84388,98.32775,99.3518,99.11674,100.3241,98.0165,98.56745,97.4225,99.16952,97.23477,96.08153,99.54691,97.06145,99.02344,95.97379,97.33864,99.03792,98.53626,99.28239,98.11189,97.23896,97.24377,98.11201,96.11175,97.47702,97.90188,100.0404,96.91907,93.81987,99.98911,95.93822,100.3051,97.44349,97.25378,97.98507,97.61526,97.69038,97.64263,100,93.40822
2009-05,0,97.72466,99.17991,98.56889,99.59539,99.39822,100.668,98.87548,98.76952,97.55039,99.29658,97.36407,96.0832,99.71826,97.74078,100.1592,96.50926,97.37675,99.30164,98.92477,99.44855,98.43848,97.53004,97.74905,98.91467,95.93768,98.38268,98.24457,100.4269,97.03685,94.18598,100.078,96.49234,100.42,97.7806,97.59073,98.28082,97.98592,98.07835,97.95129,100,93.89183
2009-06,0,97.88118,99.83142,98.9025,99.85101,99.43037,100.882,99.55624,98.9151,97.88893,99.4212,97.52988,96.30336,99.97696,98.32565,100.9312,97.14341,97.5877,99.47329,99.41892,99.58354,98.8812,97.8094,98.16439,99.82001,96.10144,98.75698,98.58511,100.8661,97.17728,94.37025,100.1649,97.30334,100.4596,98.07019,97.88818,98.57706,98.25502,98.37882,98.31556,100,94.5468
2009-07,0,97.83685,100.5702,99.26226,100.0569,99.35574,101.0749,100.055,98.97749,98.39745,99.50182,97.70148,96.38955,100.2151,98.79095,101.567,97.83986,97.78246,99.6554,99.97971,99.6279,99.29707,98.03562,98.42834,100.65,96.52271,98.55257,98.88615,101.1791,97.37268,94.6571,100.2333,97.81483,100.4007,98.28898,98.17375,98.82326,98.41487,98.57156,98.66832,100,95.25159
2009-08,0,97.87968,101.1783,99.60183,100.2711,99.40529,101.1558,100.3341,99.03944,98.92555,99.67906,97.93551,96.49184,100.3881,99.08167,102.1791,98.38752,97.66547,99.86647,100.5104,99.69601,99.58557,98.32349,98.55332,101.3316,97.14948,98.21024,99.20668,101.3214,97.54363,95.41955,100.2423,98.25774,100.3101,98.48447,98.39291,99.0488,98.59232,98.75262,98.99018,100,95.91706
2009-09,0,98.05405,101.6068,99.81674,100.41,99.47697,101.1846,100.6542,99.27608,99.34617,99.98234,98.20425,96.69314,100.4983,99.22682,102.6535,99.00774,97.4171,100.0475,100.8776,99.64648,99.75056,98.62086,98.63485,101.8126,97.96984,97.90146,99.64925,101.3929,97.65755,96.3283,100.2032,98.68348,100.2766,98.67303,98.52712,99.28024,98.81236,98.94811,99.29558,100,96.50596
2009-10,0,98.08311,101.7656,99.96812,100.4663,99.65319,101.0973,100.9934,99.57664,99.61847,100.3284,98.43201,96.87363,100.6084,99.26943,102.9115,99.26985,97.12383,100.1805,100.9622,99.61182,99.7632,98.69212,98.71355,102.1261,98.81829,97.51691,99.92358,101.418,97.75095,96.89989,100.1458,98.6981,100.376,98.77924,98.605,99.44643,98.91423,99.03329,99.54999,100,97.09178
2009-11,0,98.09687,101.6935,100.0912,100.4957,99.91643,101.0072,101.2559,99.83484,99.70488,100.2921,98.52205,96.8762,100.6636,99.23179,102.7668,99.46469,97.08887,100.3788,100.8743,99.59634,99.71164,98.7514,98.82369,102.2647,99.49362,97.18174,100.0133,101.429,97.8477,97.10018,100.0775,98.78193,100.5779,98.8522,98.63222,99.53191,98.95449,99.06219,99.70345,100,97.78725
