,United States,United States OECD,Australia,Austria,Belgium,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Japan,Korea,Luxembourg,Mexico,Netherlands,New Zealand,Poland,Portugal,Slovak Republic,Spain,Sweden,Switzerland,Turkey,United Kingdom,Brazil,China (People's Republic of),Estonia,Indonesia,Slovenia,South Africa,OECD + Major Six NME,Major Five Asia,OECD - Europe,G7,OECD - Total,Euro area (19 countries),Israel,Russia
2015-05,1,100.7887,99.65688,99.74532,100.5447,101.7658,101.7754,99.56277,99.52664,101.3523,98.92238,101.0314,102.2385,99.77418,99.68236,100.1305,99.40936,99.52061,100.5833,100.4185,100.5225,99.89363,101.4518,100.9114,99.58023,99.96597,96.90902,101.3503,98.27601,99.26104,100.6314,100.1978,101.7252,98.65358,99.78304,99.4762,100.2952,100.5322,100.3335,100.4929,99.95778,96.21251
2015-06,1,100.8026,99.46733,99.70126,100.4625,101.7119,101.5268,99.5741,99.50362,101.2948,98.48702,100.9665,102.2476,99.70515,99.64105,99.84194,99.10007,99.58413,100.678,100.1919,100.377,99.84455,101.2439,100.7907,99.59823,99.73185,96.83429,101.4425,98.12807,98.7962,100.6741,100.185,101.8675,98.4772,99.65811,99.14188,100.2408,100.5269,100.2989,100.4127,99.95692,96.50121
2015-07,1,100.6897,99.35237,99.6666,100.3318,101.57,101.3071,99.54015,99.50103,101.2522,97.96323,100.9758,102.1514,99.75304,99.59221,99.7961,99.00626,99.45796,100.7137,99.92052,100.2206,99.80926,101.1354,100.7499,99.59059,99.46512,96.44659,101.5017,97.85409,98.39542,100.9294,100.1555,101.7346,98.62925,99.498,98.86228,100.1739,100.4587,100.211,100.3679,99.93015,96.51056
2015-08,1,100.5032,99.42436,99.66338,100.1737,101.4915,101.1211,99.34519,99.593,101.2192,97.48166,101.0253,102.1623,100.0318,99.5937,99.95838,99.08165,99.2984,100.7596,99.66859,100.1464,99.83702,101.2375,100.8238,99.59727,99.27622,95.98542,101.4875,97.55614,98.21468,101.3643,100.0949,101.7929,98.91737,99.38578,98.74748,100.1522,100.3761,100.1294,100.4269,99.87999,96.37807
2015-09,1,100.3352,99.48795,99.62666,100.0805,101.5618,100.9703,99.04446,99.72359,101.111,97.31448,101.1016,102.3487,100.4326,99.62071,100.214,99.27446,99.25797,100.7859,99.52673,100.1561,99.90717,101.4961,100.9551,99.45979,99.25076,96.03922,101.4362,97.2651,98.20031,101.6925,99.99295,101.8998,99.09109,99.33777,98.74926,100.1949,100.3134,100.0968,100.5269,99.77358,96.17243
2015-10,0,100.364,99.66566,99.56034,100.1234,101.754,100.9613,98.87018,99.82561,100.9824,97.3579,101.2895,102.6904,100.8041,99.72978,100.4326,99.56705,99.33707,100.7941,99.57115,100.3144,99.98293,101.7837,101.1419,99.27634,99.31825,97.24047,101.4257,97.13511,98.11516,101.8462,99.96634,101.8028,98.97465,99.36636,98.72384,100.362,100.364,100.2044,100.6343,99.74063,95.92244
2015-11,0,100.4786,99.83607,99.58559,100.2497,101.9296,101.0286,98.92758,99.9009,100.9162,97.41032,101.4168,103.0262,100.9941,99.83866,100.4225,100.0515,99.45107,100.8148,99.71259,100.5127,100.0229,101.9123,101.3194,99.1485,99.39107,98.94161,101.4609,97.11443,98.06802,101.5812,100.0155,101.5126,98.71411,99.43215,98.7163,100.5754,100.4494,100.3519,100.7245,99.86661,95.6158
2015-12,0,100.5741,99.85468,99.66687,100.3521,102.0365,101.0027,98.91569,99.90327,100.899,97.47121,101.4322,103.2117,101.0225,99.83794,100.1313,100.522,99.47083,100.7578,99.843,100.6701,100.0915,102.0632,101.4071,99.22263,99.41024,99.42669,101.5842,97.15298,98.01933,101.0622,100.0937,101.0458,98.51505,99.43597,98.67303,100.6617,100.4893,100.401,100.7538,100.0108,95.24206
2016-01,0,100.587,99.78213,99.76269,100.3231,102.0572,100.8335,98.86353,99.84382,100.8362,97.31863,101.3628,103.1841,100.9425,99.73049,99.77816,100.7956,99.32819,100.5916,99.88546,100.734,100.1096,102.1539,101.2485,99.24937,99.38606,98.97601,101.5912,97.26168,97.9249,100.4894,100.1562,100.1593,98.52422,99.35694,98.5749,100.5739,100.4481,100.3274,100.6492,100.1163,94.8924
2016-02,0,100.5503,99.76598,99.83822,100.2182,102.0086,100.6944,98.65078,99.68326,100.7722,97.05892,101.214,103.0266,100.7437,99.57698,99.56871,100.8166,99.08363,100.3888,99.8549,100.7487,100.0189,102.0947,101.0307,99.29096,99.33921,98.19711,101.4708,97.31897,97.65588,99.84442,100.1703,99.52493,98.64994,99.21067,98.35651,100.3873,100.3688,100.205,100.4586,100.1774,94.71941
2016-03,0,100.5111,99.71458,99.88682,100.1173,101.9559,100.5876,98.66455,99.55694,100.7505,96.83527,101.0898,102.7957,100.5174,99.54815,99.59373,100.7283,98.98754,100.2331,99.77094,100.8179,100.0083,101.9305,100.8056,99.30378,99.28526,97.82535,101.3318,97.25922,97.18968,99.73212,100.1685,99.18742,98.76324,99.06205,98.04063,100.2504,100.324,100.1382,100.2959,100.248,94.8729
2016-04,0,100.5328,99.71191,99.91319,100.0343,101.9202,100.5811,98.95396,99.55898,100.7932,96.78208,101.1132,102.7293,100.3664,99.55417,99.65438,100.4686,99.04517,100.1984,99.64364,100.8912,100.0337,101.8612,100.6817,99.23882,99.24184,97.85119,101.1923,97.29979,97.0078,100.1437,100.1746,99.14861,98.78262,99.04374,97.92419,100.2099,100.3378,100.1462,100.2522,100.2828,95.25893
2016-05,0,100.6532,99.86961,99.97861,100.004,101.8956,100.5266,99.36751,99.64269,100.8552,96.87865,101.2212,102.7768,100.2738,99.60451,99.62141,100.7782,99.20276,100.2451,99.51276,100.9067,100.0268,101.8438,100.5938,99.171,99.23249,98.0114,101.0356,97.61302,97.14562,100.7035,100.2022,99.12292,98.77124,99.15993,98.02578,100.2153,100.4158,100.2154,100.2798,100.3335,95.80031
2016-06,0,100.6315,99.93103,100.0338,100.0675,101.8138,100.4541,99.94398,99.64867,100.9337,97.04859,101.3357,102.6827,100.2198,99.69157,99.65417,101.045,99.2356,100.3371,99.42856,100.9311,99.99784,101.8552,100.5181,99.15093,99.27993,98.24736,100.768,98.07903,97.69618,100.9963,100.2286,99.20865,98.83333,99.35399,98.41417,100.2232,100.411,100.2292,100.3156,100.3552,96.46434
2016-07,0,100.4872,99.9108,100.0531,100.1769,101.7461,100.3749,100.4233,99.64273,101.0056,97.13722,101.4072,102.4222,100.1727,99.76798,99.81419,101.2182,98.94624,100.3603,99.43623,100.9706,99.97242,101.8519,100.4556,99.16624,99.36521,98.64109,100.4084,98.55389,98.28609,101.218,100.2382,99.4836,99.04137,99.52239,98.83339,100.2292,100.332,100.1846,100.3332,100.3754,97.13547
2016-08,0,100.3829,99.93377,100.0492,100.2576,101.8255,100.353,100.955,99.66894,101.1018,97.21351,101.3856,102.3119,99.98937,99.85257,99.94511,101.2734,98.57625,100.4428,99.5136,100.9872,99.97408,101.9137,100.5085,99.4458,99.47372,99.40475,100.4056,98.90763,98.52284,101.4116,100.233,99.69171,99.2899,99.62287,99.01423,100.3311,100.2913,100.1861,100.3669,100.3444,97.67546
2016-09,0,100.364,99.95623,100.0428,100.2518,102.049,100.3326,101.3167,99.75562,101.184,97.34261,101.3842,102.2702,99.8197,99.89881,99.91446,101.2689,98.29018,100.6366,99.64489,101.0181,100.0496,102.1107,100.5907,99.98255,99.6032,99.69101,100.6403,99.05324,98.66043,101.7838,100.2335,99.87871,99.42408,99.6961,99.11251,100.4445,100.3075,100.2153,100.434,100.3574,97.97667
2016-10,0,100.4397,99.94228,100.0543,100.2477,102.1622,100.2955,101.5161,99.85896,101.251,97.40781,101.4148,102.2113,99.83076,99.84821,99.63998,101.5212,98.12614,100.8358,99.82462,100.9999,100.1975,102.2678,100.7267,100.4317,99.74862,99.2869,100.7422,98.99359,98.97623,102.0405,100.2652,100.2093,99.32793,99.79221,99.30128,100.4921,100.3574,100.2371,100.5416,100.414,98.14631
2016-11,0,100.7637,99.84134,100.0868,100.3316,102.2161,100.2623,101.5425,99.97218,101.2912,97.3608,101.5158,102.1029,99.917,99.80471,99.10284,101.8422,97.86434,100.9477,100.0078,100.9502,100.3624,102.3099,100.8133,100.6039,99.90887,98.27776,100.6837,98.77919,99.31158,102.3253,100.2817,100.5019,99.12688,99.90965,99.48656,100.4482,100.5296,100.2981,100.6389,100.4417,98.30875
2016-12,0,101.0958,99.70182,100.197,100.3685,102.2585,100.31,101.5456,100.0221,101.265,97.28588,101.645,102.009,99.99541,99.9198,98.67448,101.9388,97.33765,101.0116,100.1376,100.9725,100.4617,102.3379,100.8084,100.5137,100.0776,97.36856,100.6279,98.64532,99.59285,102.6606,100.2887,100.7582,98.98927,100.0202,99.66885,100.3758,100.7184,100.3583,100.6692,100.4076,98.53932
2017-01,0,101.2416,99.67233,100.2862,100.4209,102.298,100.5667,101.4312,99.99697,101.1839,97.07699,101.74,101.9814,99.93636,100.0498,98.5182,102.2423,96.59649,101.0635,100.1697,101.0534,100.4657,102.2373,100.7619,100.4201,100.219,97.19817,100.5568,98.83881,99.94687,102.8978,100.3057,101.098,99.03277,100.1336,99.92032,100.3272,100.7973,100.3681,100.6121,100.3497,98.80537
2017-02,0,101.2295,99.74263,100.3429,100.4746,102.3323,100.7942,101.3869,99.95663,101.1022,96.79014,101.7485,102.0203,99.77437,100.1648,98.70304,102.3547,96.66566,101.1428,100.1501,101.0269,100.4962,102.1739,100.7421,100.4198,100.2757,97.40793,100.4926,99.11873,100.3552,103.0208,100.3486,101.1743,99.16736,100.2698,100.2323,100.2976,100.7927,100.3823,100.533,100.3356,99.0461
2017-03,0,101.1994,99.77306,100.3878,100.5673,102.2915,100.9086,101.581,99.98247,101.1308,96.63954,101.72,102.2351,99.61406,100.2465,99.22026,102.4706,97.23186,101.1694,100.1341,100.9723,100.6014,102.1318,100.8177,100.434,100.2031,97.98944,100.4696,99.32529,100.5577,102.9753,100.4112,101.1993,99.26232,100.3815,100.4209,100.3458,100.7899,100.45,100.5406,100.4206,99.21696
2017-04,0,101.1604,99.72325,100.4649,100.6237,102.2512,100.9473,101.753,100.1273,101.2319,96.73866,101.6195,102.4721,99.43484,100.2559,100.0082,102.4212,97.85741,101.1362,100.1571,100.9476,100.7481,102.1517,100.9733,100.4931,100.0889,98.67679,100.4492,99.38422,100.7386,102.9164,100.4626,101.3116,99.22208,100.4897,100.5984,100.4407,100.7837,100.5342,100.6265,100.486,99.35932
2017-05,0,101.0904,99.62171,100.5259,100.6414,102.137,100.9345,101.8137,100.3748,101.359,96.87153,101.5672,102.6332,99.30234,100.2446,100.8543,102.4785,98.34885,101.0698,100.2019,100.9653,100.927,102.1786,101.1374,100.5092,100.0524,99.05487,100.3925,99.41029,100.8092,102.9171,100.4855,101.4247,99.10165,100.5552,100.6983,100.5259,100.7701,100.597,100.7578,100.5412,99.53313
2017-06,0,100.9862,99.51592,100.5644,100.6767,102.0837,100.9792,101.8618,100.6294,101.4745,97.07819,101.5674,102.7392,99.36037,100.235,101.4109,102.5617,98.63493,101.1115,100.2365,100.9764,101.0871,102.1592,101.2488,100.3591,100.1848,99.02623,100.281,99.37704,100.9991,103.0281,100.4739,101.469,98.97853,100.6255,100.8587,100.5893,100.7465,100.6191,100.9302,100.558,99.77792
2017-07,0,100.9459,99.47429,100.6014,100.7989,102.0887,101.0932,102.0856,100.6356,101.5574,97.46629,101.5692,102.8516,99.62329,100.2595,101.572,102.486,98.80206,101.2181,100.2304,101.0131,101.1549,102.1493,101.3389,100.2234,100.4121,98.93039,100.2392,99.33626,101.3353,103.1084,100.4608,101.5317,98.90484,100.7393,101.0999,100.6533,100.7579,100.6502,101.0769,100.523,100.0426
2017-08,0,101.0408,99.49256,100.6475,100.9154,102.1895,101.1663,102.4121,100.4901,101.6227,97.92124,101.6013,102.9338,99.98596,100.2867,101.4755,102.5316,98.87534,101.2739,100.1809,101.1234,101.1424,102.1408,101.3559,100.204,100.6404,98.64725,100.1992,99.36075,101.8706,103.0169,100.4484,101.6351,98.86201,100.9183,101.4615,100.6899,100.8305,100.7054,101.1748,100.5355,100.251
2017-09,0,101.1596,99.63512,100.7709,101.0681,102.3876,101.3373,102.7375,100.3657,101.7061,98.24532,101.6438,102.9049,100.3181,100.3632,101.3601,102.6375,98.90894,101.2658,100.0789,101.2823,101.1726,102.2256,101.3082,100.3174,100.8058,98.12735,100.1912,99.50758,102.7662,102.9019,100.4448,101.8765,98.83449,101.1896,102.0758,100.7104,100.9199,100.7632,101.258,100.5597,100.3476
2017-10,0,101.3069,99.81745,100.8991,101.1914,102.5832,101.4943,102.9024,100.3697,101.7822,98.38736,101.7141,102.9081,100.5099,100.4481,101.4341,102.7775,98.88297,101.2639,99.91741,101.3341,101.2354,102.2751,101.2611,100.5497,100.9241,97.61534,100.2173,99.70313,103.595,102.8224,100.4421,102.2237,98.85263,101.4554,102.6578,100.726,101.0337,100.8391,101.3391,100.6022,100.3997
2017-11,0,101.2871,99.96249,101.0124,101.2105,102.7142,101.5691,102.9334,100.4883,101.7989,98.45164,101.8328,102.9223,100.6164,100.5019,101.5897,103.0078,98.80295,101.2406,99.75286,101.3384,101.2507,102.3009,101.228,100.7081,101.0195,97.36726,100.227,99.8806,103.895,102.5598,100.4629,102.526,99.02013,101.5561,102.8821,100.7458,101.0593,100.8577,101.4058,100.6161,100.5004
2017-12,0,101.2059,100.1173,101.121,101.155,102.7727,101.5554,103.0295,100.5522,101.7872,98.48189,102.0385,102.9426,100.7163,100.5123,101.5902,103.1735,98.54559,101.2492,99.66325,101.3853,101.1809,102.3087,101.1913,100.685,101.1016,97.70488,100.2397,100.0041,104.0465,102.0679,100.4928,102.7495,99.53801,101.6097,102.9897,100.8033,101.0365,100.8497,101.4401,100.6368,100.717
2018-01,0,101.2347,100.2084,101.1403,101.0844,102.8512,101.5312,102.813,100.4946,101.7936,98.45245,102.1752,102.9994,100.7208,100.4951,101.4741,103.2919,98.12634,101.2351,99.70923,101.4718,101.1195,102.3112,101.136,100.6202,101.164,98.54408,100.2857,100.1237,104.1347,102.0042,100.4933,102.9781,100.5792,101.6676,103.0399,100.8841,101.0407,100.8648,101.4105,100.6488,100.9903
2018-02,0,101.3916,100.1857,101.0988,101.018,102.9784,101.4588,102.5564,100.3624,101.7742,98.36761,102.262,103.1382,100.699,100.4568,101.3098,102.9266,97.82994,101.2159,99.82029,101.508,101.1289,102.2427,101.0472,100.4262,101.1803,99.04398,100.3599,100.2262,104.2175,102.4401,100.4671,103.0885,101.8129,101.7342,103.0776,100.9122,101.0944,100.8995,101.3381,100.6685,101.2278
2018-03,0,101.489,100.1314,101.0134,100.9913,103.0931,101.3059,102.2646,100.2534,101.6888,98.30952,102.3222,103.2292,100.6862,100.4112,101.1891,102.2962,97.85724,101.2012,99.90339,101.5092,101.1492,102.073,100.9522,100.2084,101.118,99.15896,100.4256,100.2964,104.1399,102.8917,100.4523,103.1797,102.7939,101.7383,103.0086,100.8857,101.1218,100.9127,101.2461,100.686,101.3416
2018-04,0,101.44,100.0824,100.9424,100.8994,103.0949,101.1961,102.0076,100.1325,101.5717,98.35645,102.3133,103.2786,100.7055,100.3629,101.0776,101.911,98.22651,101.1645,99.88648,101.5736,101.1647,101.9727,100.9963,100.0326,101.0003,99.11218,100.4566,100.1889,103.9991,103.06,100.4662,103.2348,103.1606,101.6863,102.8995,100.8468,101.0754,100.8885,101.1725,100.7062,101.3207
2018-05,0,101.3573,100.0853,100.8602,100.747,103.0834,101.27,101.7963,100.0158,101.4646,98.40971,102.236,103.2713,100.7469,100.325,100.9176,101.7464,98.8463,101.1173,99.79008,101.6416,101.148,102.037,101.1478,99.85876,100.8466,98.96893,100.5366,99.95828,103.6746,103.1518,100.5001,103.1562,103.0846,101.5734,102.666,100.8154,101.0195,100.8668,101.1224,100.7412,101.1177
2018-06,0,101.3015,100.1457,100.7981,100.5588,103.0198,101.3484,101.6128,99.91045,101.3821,98.47973,102.1684,103.1876,100.8839,100.2851,100.5652,101.8199,99.72644,101.1099,99.63828,101.7103,101.0796,102.0953,101.2836,99.6814,100.6695,98.87899,100.5635,99.6693,103.162,103.2746,100.5189,102.9637,102.7355,101.4064,102.2908,100.7936,100.9776,100.8607,101.102,100.7257,100.6693
2018-07,0,101.2712,100.2248,100.7859,100.4758,102.9158,101.3248,101.6213,99.84167,101.351,98.62347,102.0475,103.1278,100.977,100.2429,100.1069,102.0872,100.7938,101.1137,99.44951,101.6993,101.0225,102.1899,101.2592,99.70329,100.5068,98.54668,100.6161,99.51144,102.8977,103.4463,100.4945,102.5689,102.1889,101.3033,102.0739,100.7567,100.9564,100.8624,101.0891,100.6784,100.0996
2018-08,0,101.282,100.1796,100.7969,100.4561,102.7907,101.2226,101.7101,99.71671,101.4085,98.84676,101.9059,103.0288,100.979,100.195,99.77589,102.1003,101.2772,101.0408,99.28242,101.6078,101.0051,102.2845,101.0848,99.909,100.4118,97.45679,100.5635,99.46755,102.7584,103.505,100.4535,102.0446,101.6071,101.2044,101.9473,100.6201,100.9482,100.8132,101.0529,100.6218,99.54732
2018-09,0,101.3624,100.0819,100.8069,100.4965,102.7226,101.1804,101.633,99.52926,101.4645,99.1825,101.8235,102.9242,100.9439,100.1495,99.6065,102.0442,101.335,100.9166,99.21725,101.552,101.0189,102.2866,100.8721,99.97199,100.4278,96.00279,100.4427,99.57507,102.8083,103.4086,100.4281,101.5885,101.1543,101.1572,101.9613,100.4245,100.9613,100.7493,100.9875,100.6667,99.11518
2018-10,0,101.3455,100.0648,100.7829,100.4853,102.6184,101.0677,101.2618,99.36399,101.4635,99.6061,101.7568,102.7096,100.9057,100.0909,99.43309,102.1095,101.3749,100.7173,99.31537,101.4979,101.0135,102.2626,100.7611,99.7593,100.4959,95.08105,100.3123,99.91824,103.1164,103.1417,100.4223,101.5171,100.947,101.179,102.1506,100.2623,100.9165,100.6641,100.908,100.7097,98.80087
2018-11,0,101.2407,100.1207,100.7439,100.3153,102.5484,100.9553,100.776,99.13224,101.413,99.91265,101.6973,102.4637,100.8458,100.0262,99.25177,102.3194,101.6107,100.4938,99.47695,101.4635,100.9523,102.2226,100.7299,99.5172,100.5423,94.81863,100.142,100.4172,103.6422,102.9474,100.4559,101.6592,100.8754,101.2641,102.4906,100.1392,100.8045,100.5685,100.7759,100.7247,98.61894
2018-12,0,101.0765,100.119,100.679,100.0623,102.6196,100.8198,100.3163,98.99322,101.334,100.0888,101.6787,102.1136,100.7992,99.93233,99.25401,102.4253,102.2537,100.2414,99.57073,101.44,100.8065,102.1443,100.6921,99.23141,100.5137,94.71557,99.94254,100.7821,104.1212,103.0556,100.4979,101.8066,100.811,101.343,102.806,100.0291,100.6606,100.4775,100.6394,100.6504,98.60468
2019-01,0,100.8783,100.0491,100.6101,99.90424,102.6207,100.6948,100.0167,99.13406,101.2945,100.1355,101.6847,101.6965,100.7097,99.79403,99.39651,102.5026,102.9112,100.0053,99.50022,101.5191,100.6392,102.0519,100.737,99.01124,100.434,94.71003,99.75437,100.9832,104.5043,103.2729,100.5127,102.0273,100.6782,101.4098,103.0546,99.98583,100.5303,100.4115,100.605,100.637,98.68563
2019-02,0,100.925,100.0216,100.5746,99.89951,102.5357,100.6315,99.89733,99.36671,101.2859,100.0499,101.7266,101.3933,100.5625,99.64207,99.60854,102.6143,103.3065,99.8977,99.33778,101.6638,100.5069,102.1139,100.8675,98.98467,100.3336,94.85012,99.66458,100.8987,104.7687,103.4791,100.5165,102.1644,100.5182,101.5044,103.2251,100.0086,100.5417,100.4526,100.636,100.6853,98.79929
2019-03,0,101.1258,99.94014,100.5533,100.0059,102.3477,100.6685,99.786,99.54428,101.2624,100.0272,101.7529,101.3127,100.4216,99.47102,99.75436,102.8108,103.1932,99.8269,99.17953,101.6833,100.44,102.173,100.9942,99.05674,100.2299,95.12699,99.64758,100.5792,104.7601,103.511,100.5264,102.1205,100.4119,101.5413,103.2021,100.0473,100.6293,100.5269,100.6658,100.7525,98.91566
2019-04,0,101.2745,99.92722,100.5295,100.099,102.1774,100.7395,99.47562,99.65964,101.1836,100.0848,101.7593,101.4435,100.3568,99.30844,99.77053,102.8646,102.8291,99.81728,99.09209,101.5788,100.4706,102.2271,101.0005,99.07818,100.1282,95.19878,99.73759,100.2674,104.669,103.3928,100.5492,101.9996,100.4293,101.5294,103.1173,100.0564,100.6896,100.5544,100.6675,100.7557,99.02707
2019-05,0,101.3805,99.90749,100.5339,100.1172,102.1162,100.8115,98.83536,99.78832,101.0548,100.2419,101.7627,101.7023,100.3628,99.11003,99.5725,102.6874,102.3728,99.84438,99.05527,101.591,100.4894,102.2733,101.0581,98.95099,100.0281,94.66429,99.89671,100.0586,104.4271,103.3712,100.558,101.999,100.5252,101.4533,102.9093,100.0218,100.7318,100.535,100.6833,100.6264,99.13525
2019-06,0,101.3818,99.81994,100.4334,100.0382,102.2021,100.6385,98.19669,99.92805,100.9044,100.5262,101.7607,101.7195,100.3733,98.89464,99.35296,102.3909,101.9179,99.89162,99.03725,101.7466,100.5531,102.3893,101.0871,99.03321,100,94.33436,100.0242,100.0185,100,103.1943,100.551,102.0493,100.6484,101.4036,100,100.006,100.7127,100.4803,100.6832,100.4028,100
2019-07,0,101.3624,99.63766,100.3259,99.91615,102.392,100.2534,97.74642,100.1109,100.7946,100.947,101.7114,101.4469,100.4758,98.66678,100,102.1196,100,99.93504,100,101.8992,100.6675,102.4939,101.0106,99.30708,100,94.04685,100.2609,100.0178,100,103.1067,100,102.1693,100,100,100,100.0219,100.7021,100.4548,100.7091,100,100
